1111111111111011111000111110111111011011110101111101111111111111 0
1111111111111011111000111100111111011011110110111100111111111111 0
1111111111110111111100111110101111101011110001111110011111111111 0
1111111111110111111100111110101111011011110001111110011111111111 0
1111111111111011110000111101110110011011101110111100011111111111 0
1111111111101111111000111100110111011101110111011110001111111111 0
1111111111110111111000111110010111011001100110111100011111111111 0
1111111111110111110110111011111111111111110111011110101111111111 0
1111111111110111111000111110101111011011110110111100011111111111 0
1111111111110111111100111110101111011011110110111100111111111111 0
1111111111111011111000111110101111011011110101111100011111111111 0
1111111111100111111010111101110111011101110110111110101111111111 0
1111111111110111111000111100101111011011110101111100011111111111 0
1111111111101111110101011011110111011111110111011110101111111111 0
1111111111111111110000111101110110011101110110111100011111111111 0
1111111111110111111010111110111111011011110110111110111111111111 0
1111111111111011111000011100110111011011100110111100111111111111 0
1111111111110011110011011101110110111101110010011110011111111111 0
1111111111111111111001011101110110111101101110111101111111111111 0
1111111111110111111000111110101111011011110010111110011111111111 0
1111111111110111111010111101101111011011110010111110111111111111 0
1111111111110111110010111011110110111101101110111100011111111111 0
1111111111100111110100111101110111111101110110111100011111111111 0
1111111111110111111110111111111111111111110110111110111111111111 0
1111111111101111111001111110101111011111111110111110101111111111 0
1111111111101111110000111101110111011101110111011100101111111111 0
1111111111111111111011111111101111101111111010111111011111111111 0
1111111111111011111011111101101111011011110111111110011111111111 0
1111111111110111110111011011111111111111110111011110111111111111 0
1111111111100111111010111101110110111101110111011110011111111111 0
1111111111111111111110111101111111111101111111111111111111111111 0
1111111111100111110110011101110111011101110010011110011111111111 0
1111111111100011111010111100110111011011110100111100111111111111 0
1111111111110111110110111101110111011011110010111110111111111111 0
1111111111110011111010111110100111011101100100111100111111111111 0
1111111111110111111000111100111111111011110100111110011111111111 0
1111111111110111111001111110110111011111110110111110111111111111 0
1111111111110111111000111110110111011101110110111100111111111111 0
1111111111110011111000011110110111011011110000111100111111111111 0
1111111111110011111000111100110111011011100000111110111111111111 0
1111111111100111111010111101110110011101110110011100011111111111 0
1111111111110111111010011101110110011101110110111110111111111111 0
1111111111110011110011111101110110011101110011011110001111111111 0
1111111111110111111001111110101111011011110100111110111111111111 0
1111111111111011111011011110110110011101101110111100111111111111 0
1111111111010111110010111101110111011101110110011100011111111111 0
1111111111111111110000111001110110111101100100111101011111111111 0
1111111111010111110100111001110111011101110010011110011111111111 0
1111111111111011111011011110110110111011101101111001111111111111 0
1111111111111111111011011101110110111011110101111111111111111111 0
1111111111110111111000011110110110011011100100111101111111111111 0
1111111111101011110111111101100111111101110110111100111111111111 0
1111111111100111110100111101110110011101110111011100001111111111 0
1111111111111111111100111110101111011011110101111111111111111111 0
1111111111110111111010111110101111001011110100111110011111111111 0
1111111111111111111000011100110111011011100101111100111111111111 0
1111111111101111111001111110101111011111111010111111001111111111 0
1111111111101111110001111101110111011101111001011111001111111111 0
1111111111111011111100111110110111011011110101111001111111111111 0
1111111111101111111001111101110111011101110110111110011111111111 0
1111111111111011111100111110101111011011100101111100111111111111 0
1111111111111011111000111110111111011011110110111100111111111111 0
1111111111110111111000111110101111011011110000111110111111111111 0
1111111111111111111001111110110111011111110110111110111111111111 0
